FECHA;MARCA;PRODUCTO;CATEGORIA;CODINTERNO;EAN;IMAGEN;PVP RECOMENDADO;Alcampo GC;Alcampo TF;Carrefour TF;El Corte Ingles TF;Hiperdino GC;Hiperdino TF;Mercadona TF;TuTrebol;;;;;;;;
27/05/2021 15:43:21;Ambar;Cerveza Ambar IPA 1/3 Pack 6 botellas 33 cl;AMBAR IPA;2000300;8410700004703;https://doc.google.com/uc?id=1xQ9fwislgls5QnHlC3l7z3dgciqp0PK5;;;https://www.alcampo.es/compra-online/bebidas/cervezas/premium/premium-rubia/ambar-ipa-cerveza-premium-ipa-33-cl/p/710127;https://www.carrefour.es/supermercado/cerveza-ambar-indian-pale-ale-botella-33-cl-ambar/R-prod740068/p;;;;;;;;;;;;;
27/05/2021 15:42:17;Ambar;Cerveza Ambar Export 1/3 Bandeja 24 latas 33 cl HI-CONE;AMBAR EXPORT;2001080;8410700002242;https://doc.google.com/uc?id=1leEkbbFvZtUhbWxTpJeNgfz5nnKhbNnl;;;https://www.alcampo.es/compra-online/bebidas/cervezas/lata-estandar/ambar-export-cerveza-tostada-lata-de-33-cl/p/22397;https://www.carrefour.es/supermercado/cerveza-ambar-export-tostada-tres-maltas-lata-33-cl-ambar/R-590215847/p;;;;;;;;;;;;;
27/05/2021 15:42:13;Ambar;Cerveza Ambar Especial 1/3 Bandeja 24 latas 33cl HI-CONE;AMBAR ESPECIAL;2000180;84107015;https://doc.google.com/uc?id=1ddm-xmqXgsb2U6s5qPUHakrIIVw_cpGU;;;https://www.alcampo.es/compra-online/bebidas/cervezas/lata-estandar/ambar-cerveza-33-cl/p/34645;;;;;;;;;;;;;;
27/05/2021 15:42:04;Ambar;Cerveza Ambar 10 Caja 12 botellas 33 cl;AMBAR AMBICIOSAS;2001210;8410700005915;https://doc.google.com/uc?id=1CTmJxK17IWdbt8OFhy6DNo5pjorkr6Ep;;;https://www.alcampo.es/compra-online/bebidas/cervezas/lata-estandar/ambar-cerveza-33-cl/p/34645;;;;;;;;;;;;;;
